zone_time_first,zone_time_last,time_first,time_last,count,rrname,rrtype,bailiwick,rdata
,,1725682097,1725682097,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1725682007 7200 1800 1209600 600"
,,1725859057,1725859057,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1725859000 7200 1800 1209600 600"
,,1725948504,1725948504,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1725948417 7200 1800 1209600 600"
,,1726115432,1726115432,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726115205 7200 1800 1209600 600"
,,1726461713,1726461722,5,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726461399 7200 1800 1209600 600"
,,1726482390,1726482390,1,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726482105 7200 1800 1209600 600"
,,1726534424,1726534424,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726534309 7200 1800 1209600 600"
,,1726634482,1726634482,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726634206 7200 1800 1209600 600"
,,1726717073,1726717073,1,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726716705 7200 1800 1209600 600"
,,1726879421,1726879421,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726879304 7200 1800 1209600 600"
,,1726880767,1726880767,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726880535 7200 1800 1209600 600"
,,1726989097,1726989097,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1726988818 7200 1800 1209600 600"
,,1727101110,1727101110,2,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1727101020 7200 1800 1209600 600"
,,1727139244,1727139244,1,"house-server-digital.xyz.","SOA","house-server-digital.xyz.","ns1.dnsowl.com. hostmaster.dnsowl.com. 1727139124 7200 1800 1209600 600"
